med_rep,cell,Medium,Replicate,rep_medium,diameter,Circularity,meanCW,meanViability,cooX,cooY,huang,cellalive
Condition1-n2,n2__Condition1-774,Condition1,n2,n2__Condition1,21.4935567546743,0.98,156.051,1385.447,2142.07,1711.125,587.848933333333,yes
Condition1-n2,n2__Condition1-778,Condition1,n2,n2__Condition1,18.2171930961845,0.981,152.42,2099.071,785.307,1715.668,587.848933333333,yes
Condition1-n2,n2__Condition1-780,Condition1,n2,n2__Condition1,25.9448022030684,0.999,206.925,2042.755,1696.097,1722.069,587.848933333333,yes
Condition1-n2,n2__Condition1-790,Condition1,n2,n2__Condition1,17.528688812369,0.943,166.007,683.556,1114.357,1733.192,587.848933333333,yes
Condition1-n2,n2__Condition1-797,Condition1,n2,n2__Condition1,22.5341117726091,0.945,270.209,2169.051,1190.636,1746.661,587.848933333333,yes
Condition1-n2,n2__Condition1-806,Condition1,n2,n2__Condition1,19.6021594109702,0.984,157.74,1368.572,715.213,1775.702,587.848933333333,yes
Condition1-n2,n2__Condition1-809,Condition1,n2,n2__Condition1,19.6021594109702,0.984,192.128,1487.529,1634.866,1780.245,587.848933333333,yes
Condition1-n2,n2__Condition1-811,Condition1,n2,n2__Condition1,15.7522013375773,0.988,146.993,2090.926,1807.179,1780.894,587.848933333333,yes
Condition1-n2,n2__Condition1-813,Condition1,n2,n2__Condition1,20.2706101719562,0.997,151.755,2930.982,1869.485,1789.656,587.848933333333,yes
Condition1-n2,n2__Condition1-817,Condition1,n2,n2__Condition1,21.8653427017369,0.982,291.92,2434.643,2539.429,1800.527,587.848933333333,yes
Condition1-n2,n2__Condition1-820,Condition1,n2,n2__Condition1,17.8727817993337,1.012,156.39,1059.98,2206.647,1801.338,587.848933333333,yes
Condition1-n2,n2__Condition1-821,Condition1,n2,n2__Condition1,18.169446613257,0.947,180.494,1189.276,1772.133,1803.934,587.848933333333,yes
Condition1-n2,n2__Condition1-822,Condition1,n2,n2__Condition1,18.446694524123,0.968,158.187,1914.155,1788.859,1804.675,587.848933333333,yes
Condition1-n2,n2__Condition1-828,Condition1,n2,n2__Condition1,21.4260750588033,0.973,167.653,2243.467,1757.854,1814.318,587.848933333333,yes
Condition1-n2,n2__Condition1-833,Condition1,n2,n2__Condition1,26.7478980459101,0.966,178.993,1768.052,251.168,1823.729,587.848933333333,yes
Condition1-n2,n2__Condition1-834,Condition1,n2,n2__Condition1,14.2523251538792,0.98,177.369,1740.256,1742.537,1822.885,587.848933333333,yes
Condition1-n2,n2__Condition1-835,Condition1,n2,n2__Condition1,16.6979000094293,1.002,156.086,1783.942,397.846,1826.325,587.848933333333,yes
Condition1-n2,n2__Condition1-841,Condition1,n2,n2__Condition1,25.8302106440422,0.999,152.936,996.451,1498.573,1838.007,587.848933333333,yes
Condition1-n2,n2__Condition1-844,Condition1,n2,n2__Condition1,15.8667928966034,0.937,153.475,2443.732,1888.306,1835.411,587.848933333333,yes
Condition1-n2,n2__Condition1-846,Condition1,n2,n2__Condition1,21.3786468857619,1.003,155.265,1111.888,1139.993,1841.577,587.848933333333,yes
Condition1-n2,n2__Condition1-847,Condition1,n2,n2__Condition1,29.4980954625381,0.987,146.03,1642.7,2385.937,1846.931,587.848933333333,yes
Condition1-n2,n2__Condition1-850,Condition1,n2,n2__Condition1,17.3663507704153,0.98,154.094,1664.77,2014.539,1850.339,587.848933333333,yes
Condition1-n2,n2__Condition1-857,Condition1,n2,n2__Condition1,17.2043310383477,0.997,199.636,1153.022,1771.808,1879.22,587.848933333333,yes
Condition1-n2,n2__Condition1-862,Condition1,n2,n2__Condition1,13.6984659519194,1.003,194.47,1380.302,2431.206,1886.683,587.848933333333,yes
Condition1-n2,n2__Condition1-864,Condition1,n2,n2__Condition1,20.2706101719562,0.979,171.539,2280.372,1257.464,1891.551,587.848933333333,yes
Condition1-n2,n2__Condition1-87,Condition1,n2,n2__Condition1,18.7038889121595,1.004,157.998,1744.11,65.388,199.41,587.848933333333,yes
Condition1-n2,n2__Condition1-874,Condition1,n2,n2__Condition1,23.242351269368,0.937,302.595,1925.164,130.065,1902.921,587.848933333333,yes
Condition1-n2,n2__Condition1-876,Condition1,n2,n2__Condition1,28.5049686176446,0.993,161.868,2871.365,199.896,1910.697,587.848933333333,yes
Condition1-n2,n2__Condition1-877,Condition1,n2,n2__Condition1,22.1620075156602,0.996,215.185,1701.6,1296.405,1911.671,587.848933333333,yes
Condition1-n2,n2__Condition1-88,Condition1,n2,n2__Condition1,19.0479818991242,0.999,162.269,2062.225,1027.389,200.545,587.848933333333,yes
Condition1-n2,n2__Condition1-882,Condition1,n2,n2__Condition1,29.8421884495027,0.997,205.999,2728.804,1172.768,1929.518,587.848933333333,yes
Condition1-n2,n2__Condition1-886,Condition1,n2,n2__Condition1,22.4866835995677,0.977,326.568,1666.533,122.501,1938.118,587.848933333333,yes
Condition1-n2,n2__Condition1-891,Condition1,n2,n2__Condition1,18.1500297101997,0.988,180.13,2326.86,2559.062,1939.903,587.848933333333,yes
Condition1-n2,n2__Condition1-894,Condition1,n2,n2__Condition1,23.1274414004557,0.965,164.371,1959.847,1109.814,1955.154,587.848933333333,yes
Condition1-n2,n2__Condition1-896,Condition1,n2,n2__Condition1,14.87366605171,0.96,294.874,600.374,1052.214,1953.37,587.848933333333,yes
Condition1-n2,n2__Condition1-902,Condition1,n2,n2__Condition1,20.5478580828222,0.982,162.351,2222.282,364.097,1973.327,587.848933333333,yes
Condition1-n2,n2__Condition1-906,Condition1,n2,n2__Condition1,22.2769173845726,0.995,192.701,1229.063,2308.867,1981.115,587.848933333333,yes
Condition1-n2,n2__Condition1-911,Condition1,n2,n2__Condition1,15.8667928966034,0.995,179.452,2149.942,245.782,1987.216,587.848933333333,yes
Condition1-n2,n2__Condition1-919,Condition1,n2,n2__Condition1,13.7458941249608,0.976,157.302,1870.965,2268.628,2004.155,587.848933333333,yes
Condition1-n2,n2__Condition1-920,Condition1,n2,n2__Condition1,13.8608039938732,0.969,152.026,2573.058,1664.915,2006.167,587.848933333333,yes
Condition1-n2,n2__Condition1-921,Condition1,n2,n2__Condition1,23.4995456574045,0.978,187.974,2310.281,2325.317,2013.416,587.848933333333,yes
Condition1-n2,n2__Condition1-922,Condition1,n2,n2__Condition1,17.2043310383477,1.009,155.847,1513.005,481.244,2011.943,587.848933333333,yes
Condition1-n2,n2__Condition1-924,Condition1,n2,n2__Condition1,20.4329482139099,0.984,201.805,1905.834,368.241,2023.026,587.848933333333,yes
Condition1-n2,n2__Condition1-929,Condition1,n2,n2__Condition1,19.8790890119501,0.991,157.668,1356.112,2127.792,2034.659,587.848933333333,yes
Condition1-n2,n2__Condition1-931,Condition1,n2,n2__Condition1,21.7704863556542,0.994,212.933,1277.841,2403.623,2039.851,587.848933333333,yes
Condition1-n2,n2__Condition1-934,Condition1,n2,n2__Condition1,17.8727817993337,0.969,427.206,2069.773,2174.197,2052.507,587.848933333333,yes
Condition1-n2,n2__Condition1-939,Condition1,n2,n2__Condition1,17.8056184133489,0.966,192.327,2222.599,422.428,2060.434,587.848933333333,yes
Condition1-n2,n2__Condition1-944,Condition1,n2,n2__Condition1,22.4389371166401,0.984,490.811,1841.925,1823.405,2076.196,587.848933333333,yes
Condition1-n2,n2__Condition1-946,Condition1,n2,n2__Condition1,17.3663507704153,1.006,150.072,1557.449,2273.983,2082.848,587.848933333333,yes
Condition1-n2,n2__Condition1-947,Condition1,n2,n2__Condition1,21.3983820987053,0.974,191.541,1689.62,1245.62,2085.444,587.848933333333,yes
Condition1-n2,n2__Condition1-948,Condition1,n2,n2__Condition1,24.7221739302365,0.999,194.709,1227.107,1304.518,2088.527,587.848933333333,yes
Condition1-n2,n2__Condition1-949,Condition1,n2,n2__Condition1,17.9205282822612,0.985,155.508,1879.485,1613.773,2084.957,587.848933333333,yes
Condition1-n2,n2__Condition1-95,Condition1,n2,n2__Condition1,19.8119256259653,0.985,155.505,1039.008,1359.846,213.363,587.848933333333,yes
Condition1-n2,n2__Condition1-951,Condition1,n2,n2__Condition1,19.9739453580329,0.953,179.805,711.825,237.333,2092.65,587.848933333333,yes
Condition1-n2,n2__Condition1-953,Condition1,n2,n2__Condition1,15.5898632956235,1.004,154.769,1580.325,870.977,2093.719,587.848933333333,yes
Condition1-n2,n2__Condition1-954,Condition1,n2,n2__Condition1,21.2360440567516,0.966,170.176,2307.892,1206.841,2099.56,587.848933333333,yes
Condition1-n2,n2__Condition1-955,Condition1,n2,n2__Condition1,18.6564607391182,1.006,155.289,1930.233,984.23,2100.858,587.848933333333,yes
Condition1-n2,n2__Condition1-958,Condition1,n2,n2__Condition1,19.1628917680366,0.955,239.154,1946.858,108.71,2107.024,587.848933333333,yes
Condition1-n2,n2__Condition1-96,Condition1,n2,n2__Condition1,22.8979399725172,1.003,339.918,2246.144,838.526,224.883,587.848933333333,yes
Condition1-n2,n2__Condition1-961,Condition1,n2,n2__Condition1,22.4866835995677,1.001,337.341,1750.87,252.953,2116.272,587.848933333333,yes
Condition1-n2,n2__Condition1-967,Condition1,n2,n2__Condition1,16.4881337944342,1,162.243,1317.467,2494.485,2127.792,587.848933333333,yes
Condition1-n2,n2__Condition1-97,Condition1,n2,n2__Condition1,14.6915927968129,0.979,157.053,1257.274,1846.185,225.727,587.848933333333,yes
Condition1-n2,n2__Condition1-970,Condition1,n2,n2__Condition1,19.6495875840116,1,151.546,2651.2,2142.395,2138.176,587.848933333333,yes
Condition1-n2,n2__Condition1-972,Condition1,n2,n2__Condition1,23.4995456574045,1.004,161.503,1333.997,84.372,2150.832,587.848933333333,yes
Condition1-n2,n2__Condition1-98,Condition1,n2,n2__Condition1,27.8836277198139,1.002,238.308,2105.171,247.274,235.268,587.848933333333,yes
Condition1-n2,n2__Condition1-981,Condition1,n2,n2__Condition1,14.9210942247514,1.002,148.913,1869.498,1914.916,2166.733,587.848933333333,yes
Condition1-n2,n2__Condition1-985,Condition1,n2,n2__Condition1,19.0957283820518,0.952,150.709,1764.345,1917.924,2182.422,587.848933333333,yes
Condition1-n2,n2__Condition1-987,Condition1,n2,n2__Condition1,14.4818265818177,0.982,161.758,701.695,591.901,2181.336,587.848933333333,yes
Condition1-n2,n2__Condition1-993,Condition1,n2,n2__Condition1,15.4752717365974,0.97,173.007,1674.762,571.067,2194.835,587.848933333333,yes
Condition1-n2,n2__Condition1-996,Condition1,n2,n2__Condition1,25.9922303761098,0.965,181.781,1964.262,1630.777,2205.933,587.848933333333,yes
Condition1-n3,n3__Condition1-1000,Condition1,n3,n3__Condition1,19.210319941078,0.994,228.961,1511.654,1458.983,2105.077,598.105352941177,yes
Condition1-n3,n3__Condition1-1008,Condition1,n3,n3__Condition1,17.2043310383477,0.975,222.463,2976.013,1501.688,2117.148,598.105352941177,yes
Condition1-n3,n3__Condition1-101,Condition1,n3,n3__Condition1,18.9333903400981,1.005,222.315,1512.725,744.094,206.062,598.105352941177,yes
Condition1-n3,n3__Condition1-1011,Condition1,n3,n3__Condition1,18.2646212692259,0.998,196.367,1419.225,888.5,2129.415,598.105352941177,yes
Condition1-n3,n3__Condition1-1018,Condition1,n3,n3__Condition1,21.283472229793,0.94,191.603,1462.593,395.574,2147.912,598.105352941177,yes
Condition1-n3,n3__Condition1-102,Condition1,n3,n3__Condition1,12.3609278101751,0.955,159.276,2215.636,2511.497,203.104,598.105352941177,yes
Condition1-n3,n3__Condition1-103,Condition1,n3,n3__Condition1,17.5958521983538,0.984,153.734,655.16,1818.862,208.658,598.105352941177,yes
Condition1-n3,n3__Condition1-1030,Condition1,n3,n3__Condition1,19.7641791430377,0.98,167.452,1866.415,2206.647,2205.674,598.105352941177,yes
Condition1-n3,n3__Condition1-1045,Condition1,n3,n3__Condition1,20.9868074158697,1.005,154.361,1069.279,1882.789,2244.615,598.105352941177,yes
Condition1-n3,n3__Condition1-1046,Condition1,n3,n3__Condition1,15.1980238257313,0.994,145.353,1205.921,648.365,2242.668,598.105352941177,yes
Condition1-n3,n3__Condition1-1050,Condition1,n3,n3__Condition1,22.324345557614,0.982,153.102,2138.54,2239.747,2265.708,598.105352941177,yes
Condition1-n3,n3__Condition1-1051,Condition1,n3,n3__Condition1,18.1022832272722,1.011,155.786,734.445,1444.705,2264.734,598.105352941177,yes
Condition1-n3,n3__Condition1-1052,Condition1,n3,n3__Condition1,25.0465317042578,0.981,150.479,864.813,337.812,2269.277,598.105352941177,yes
Condition1-n3,n3__Condition1-1056,Condition1,n3,n3__Condition1,21.0345538987973,0.959,226.668,1950.114,1317.823,2272.847,598.105352941177,yes
Condition1-n3,n3__Condition1-1059,Condition1,n3,n3__Condition1,20.5952862558636,0.987,157.488,1136.571,816.07,2275.638,598.105352941177,yes
Condition1-n3,n3__Condition1-1064,Condition1,n3,n3__Condition1,19.2577481141193,0.986,141.645,1358.318,865.421,2308.27,598.105352941177,yes
Condition1-n3,n3__Condition1-1068,Condition1,n3,n3__Condition1,26.1466106709089,0.919,178.899,2048.238,2029.467,2318.278,598.105352941177,yes
Condition1-n3,n3__Condition1-1070,Condition1,n3,n3__Condition1,20.1280073429458,0.923,151.327,2271.286,853.778,2320.874,598.105352941177,yes
Condition1-n3,n3__Condition1-1072,Condition1,n3,n3__Condition1,16.6027253534603,0.922,137.091,1196.61,1016.356,2322.172,598.105352941177,yes
Condition1-n3,n3__Condition1-108,Condition1,n3,n3__Condition1,20.3183566548837,0.981,324.17,1949.857,1402.22,214.948,598.105352941177,yes
Condition1-n3,n3__Condition1-124,Condition1,n3,n3__Condition1,19.115145285109,0.985,140.697,1545.689,2276.741,242.407,598.105352941177,yes
Condition1-n3,n3__Condition1-127,Condition1,n3,n3__Condition1,20.9868074158697,0.985,159.669,1628.109,1778.623,248.572,598.105352941177,yes
Condition1-n3,n3__Condition1-131,Condition1,n3,n3__Condition1,21.4935567546743,1.002,333.271,1297.721,2186.852,250.195,598.105352941177,yes
Condition1-n3,n3__Condition1-136,Condition1,n3,n3__Condition1,27.1674304759004,0.993,189.593,2334.699,2417.577,260.255,598.105352941177,yes
Condition1-n3,n3__Condition1-142,Condition1,n3,n3__Condition1,22.324345557614,0.991,175.889,1777.066,769.731,280.05,598.105352941177,yes
Condition1-n3,n3__Condition1-143,Condition1,n3,n3__Condition1,19.3054945970469,0.997,215.768,1901.315,1316.525,282.321,598.105352941177,yes
Condition1-n3,n3__Condition1-144,Condition1,n3,n3__Condition1,23.5944020034873,0.999,154.788,2927.937,987.276,287.498,598.105352941177,yes
Condition1-n3,n3__Condition1-145,Condition1,n3,n3__Condition1,22.8782047595738,0.989,202.362,1529.599,104.491,289.136,598.105352941177,yes
Condition1-n3,n3__Condition1-146,Condition1,n3,n3__Condition1,16.8124915684555,0.994,166.926,901.742,369.938,286.864,598.105352941177,yes
Condition1-n3,n3__Condition1-154,Condition1,n3,n3__Condition1,13.0296968810473,1.014,151.766,1242.274,1791.278,308.931,598.105352941177,yes
Condition1-n3,n3__Condition1-16,Condition1,n3,n3__Condition1,15.7044548546497,0.952,239.064,1684.877,89.629,35.826,598.105352941177,yes
Condition1-n3,n3__Condition1-161,Condition1,n3,n3__Condition1,18.8184804711857,0.99,146.407,1827.992,2149.859,324.182,598.105352941177,yes
Condition1-n3,n3__Condition1-162,Condition1,n3,n3__Condition1,16.8124915684555,1.002,219.602,2070.992,518.562,323.858,598.105352941177,yes
Condition1-n3,n3__Condition1-166,Condition1,n3,n3__Condition1,23.729047085343,0.969,255.487,2674.749,310.943,334.437,598.105352941177,yes
Condition1-n3,n3__Condition1-167,Condition1,n3,n3__Condition1,17.1091563823787,0.989,216.448,1756.626,1808.802,330.673,598.105352941177,yes
Condition1-n3,n3__Condition1-172,Condition1,n3,n3__Condition1,13.9753955528993,0.964,157.672,2093.678,2075.06,336.351,598.105352941177,yes
Condition1-n3,n3__Condition1-174,Condition1,n3,n3__Condition1,19.6495875840116,0.979,154.671,2700.447,345.882,342.667,598.105352941177,yes
Condition1-n3,n3__Condition1-183,Condition1,n3,n3__Condition1,25.5529627331762,0.99,166.735,1557.142,1116.953,360.527,598.105352941177,yes
Condition1-n3,n3__Condition1-193,Condition1,n3,n3__Condition1,19.0479818991242,0.989,173.575,955.939,2483.452,367.017,598.105352941177,yes
Condition1-n3,n3__Condition1-197,Condition1,n3,n3__Condition1,18.7038889121595,0.993,159.16,1125.086,266.096,379.673,598.105352941177,yes
Condition1-n3,n3__Condition1-199,Condition1,n3,n3__Condition1,18.0351198412874,1.002,150.169,1538.645,715.538,379.998,598.105352941177,yes
Condition1-n3,n3__Condition1-20,Condition1,n3,n3__Condition1,15.4752717365974,0.97,210.952,1016.349,2380.259,45.755,598.105352941177,yes
Condition1-n3,n3__Condition1-200,Condition1,n3,n3__Condition1,26.8905008749205,0.991,146.927,1577.503,1135.774,391.68,598.105352941177,yes
Condition1-n3,n3__Condition1-204,Condition1,n3,n3__Condition1,22.0474159566341,1.011,149.481,2446.674,326.454,396.548,598.105352941177,yes
Condition1-n3,n3__Condition1-205,Condition1,n3,n3__Condition1,21.9999877835927,0.981,158.093,1433.147,651.285,396.548,598.105352941177,yes
Condition1-n3,n3__Condition1-208,Condition1,n3,n3__Condition1,16.5355619674756,0.998,177.346,1780.071,760.969,398.495,598.105352941177,yes
Condition1-n3,n3__Condition1-209,Condition1,n3,n3__Condition1,20.4329482139099,1.006,214.07,2211.604,934.256,401.091,598.105352941177,yes
Condition1-n3,n3__Condition1-214,Condition1,n3,n3__Condition1,23.0405428015275,0.975,223.638,2337.185,1764.636,416.245,598.105352941177,yes
Condition1-n3,n3__Condition1-219,Condition1,n3,n3__Condition1,16.0962943245419,0.967,150.315,2108.58,2155.051,422.508,598.105352941177,yes
Condition1-n3,n3__Condition1-220,Condition1,n3,n3__Condition1,18.8184804711857,0.992,161.208,1370.56,1633.893,427.376,598.105352941177,yes
Condition1-n3,n3__Condition1-226,Condition1,n3,n3__Condition1,23.3174724025074,0.92,201.048,2043.731,1106.309,433.996,598.105352941177,yes
Condition1-n3,n3__Condition1-23,Condition1,n3,n3__Condition1,25.7824641611147,0.988,177.828,2317.084,346.573,54.193,598.105352941177,yes
Condition1-n3,n3__Condition1-234,Condition1,n3,n3__Condition1,24.7221739302365,1.004,151.166,1677.739,1899.015,443.926,598.105352941177,yes
Condition1-n3,n3__Condition1-235,Condition1,n3,n3__Condition1,19.6495875840116,0.983,153.658,1317.716,1135.937,442.141,598.105352941177,yes
Condition1-n3,n3__Condition1-238,Condition1,n3,n3__Condition1,15.8667928966034,0.912,231.271,1725.956,1360.633,447.37,598.105352941177,yes
Condition1-n3,n3__Condition1-24,Condition1,n3,n3__Condition1,23.6618836993583,0.961,195.299,2229.829,1658.206,59.51,598.105352941177,yes
Condition1-n3,n3__Condition1-240,Condition1,n3,n3__Condition1,18.1022832272722,0.935,235.366,1512.947,82.327,450.383,598.105352941177,yes
Condition1-n3,n3__Condition1-242,Condition1,n3,n3__Condition1,25.43837117415,0.975,169.177,1601.772,585.411,455.283,598.105352941177,yes
Condition1-n3,n3__Condition1-246,Condition1,n3,n3__Condition1,12.5232658521289,0.985,341.031,1852.472,1348.651,452.038,598.105352941177,yes
Condition1-n3,n3__Condition1-253,Condition1,n3,n3__Condition1,16.8599197414968,0.958,155.364,2115.398,983.451,464.954,598.105352941177,yes
Condition1-n3,n3__Condition1-260,Condition1,n3,n3__Condition1,24.1008330324057,1.003,169.538,1963.699,2338.722,479.621,598.105352941177,yes
Condition1-n3,n3__Condition1-261,Condition1,n3,n3__Condition1,22.324345557614,1.01,142.703,1803.916,2286.152,486.76,598.105352941177,yes
Condition1-n3,n3__Condition1-262,Condition1,n3,n3__Condition1,20.2231819989148,1.007,157.099,1225.349,2380.583,487.734,598.105352941177,yes
Condition1-n3,n3__Condition1-263,Condition1,n3,n3__Condition1,24.2157429013181,0.967,168.96,1188.478,157.061,492.926,598.105352941177,yes
Condition1-n3,n3__Condition1-266,Condition1,n3,n3__Condition1,21.4935567546743,0.995,153.701,611.197,355.011,501.039,598.105352941177,yes
Condition1-n3,n3__Condition1-27,Condition1,n3,n3__Condition1,22.0474159566341,0.993,182.114,1645.663,1004.674,62.954,598.105352941177,yes
Condition1-n3,n3__Condition1-270,Condition1,n3,n3__Condition1,16.6501535265017,1.012,217.346,843.294,664.428,505.744,598.105352941177,yes
Condition1-n3,n3__Condition1-271,Condition1,n3,n3__Condition1,17.2043310383477,0.966,190.244,1890.041,877.629,506.069,598.105352941177,yes
Condition1-n3,n3__Condition1-272,Condition1,n3,n3__Condition1,24.3780809432718,1.002,442.452,1177.861,1276.935,510.449,598.105352941177,yes
Condition1-n3,n3__Condition1-273,Condition1,n3,n3__Condition1,23.7764752583844,0.999,164.318,1330.29,1965.214,509.8,598.105352941177,yes
Condition1-n3,n3__Condition1-274,Condition1,n3,n3__Condition1,23.1748695734971,0.965,143.674,2118.693,1023.469,517.407,598.105352941177,yes
Condition1-n3,n3__Condition1-276,Condition1,n3,n3__Condition1,23.7764752583844,1.009,169.244,2062.57,2299.781,519.211,598.105352941177,yes
Condition1-n3,n3__Condition1-278,Condition1,n3,n3__Condition1,20.8919510697869,1.006,171.368,3149.234,433.541,520.185,598.105352941177,yes
Condition1-n3,n3__Condition1-287,Condition1,n3,n3__Condition1,18.7710522981443,0.995,155.72,1213.7,1122.47,528.946,598.105352941177,yes
Condition1-n3,n3__Condition1-288,Condition1,n3,n3__Condition1,20.3657848279251,0.978,407.411,1240.259,1064.221,532.354,598.105352941177,yes
Condition1-n3,n3__Condition1-29,Condition1,n3,n3__Condition1,24.0534048593643,1.006,148.863,1901.769,1027.065,65.226,598.105352941177,yes
Condition1-n3,n3__Condition1-291,Condition1,n3,n3__Condition1,17.4812606393276,0.983,194.705,1215.575,155.796,544.425,598.105352941177,yes
Condition1-n3,n3__Condition1-292,Condition1,n3,n3__Condition1,18.1022832272722,0.989,159.301,1819.762,1121.821,546.47,598.105352941177,yes
Condition1-n3,n3__Condition1-296,Condition1,n3,n3__Condition1,21.5409849277157,0.949,190.773,2323.406,867.431,561.206,598.105352941177,yes
Condition1-n3,n3__Condition1-298,Condition1,n3,n3__Condition1,19.7641791430377,0.987,148.601,2330.079,849.884,569.185,598.105352941177,yes
Condition1-n3,n3__Condition1-299,Condition1,n3,n3__Condition1,21.6555764867418,0.99,158.35,1643.879,883.308,573.404,598.105352941177,yes
Condition1-n3,n3__Condition1-30,Condition1,n3,n3__Condition1,25.9448022030684,0.985,264.155,1707.278,1338.267,66.848,598.105352941177,yes
Condition1-n3,n3__Condition1-304,Condition1,n3,n3__Condition1,18.1500297101997,0.998,198.896,1619.29,2074.898,600.987,598.105352941177,yes
Condition1-n3,n3__Condition1-312,Condition1,n3,n3__Condition1,21.3114834997772,0.952,185.061,2099.424,1846.644,608.151,598.105352941177,yes
Condition1-n3,n3__Condition1-317,Condition1,n3,n3__Condition1,15.3129336946436,0.967,154.496,1871.875,2484.685,620.263,598.105352941177,yes
Condition1-n3,n3__Condition1-320,Condition1,n3,n3__Condition1,23.8436386443692,0.998,152.201,2436.227,507.853,629.219,598.105352941177,yes
Condition1-n3,n3__Condition1-326,Condition1,n3,n3__Condition1,22.2571821716292,1.007,201.325,1804.462,1816.103,645.931,598.105352941177,yes
Condition1-n3,n3__Condition1-327,Condition1,n3,n3__Condition1,16.9748296104092,0.97,248.123,1690.42,2051.533,644.795,598.105352941177,yes
Condition1-n3,n3__Condition1-329,Condition1,n3,n3__Condition1,19.0957283820518,0.993,156.058,1580.553,871.95,650.312,598.105352941177,yes
Condition1-n3,n3__Condition1-331,Condition1,n3,n3__Condition1,19.9265171849915,0.944,197.378,1712.33,1659.334,656.867,598.105352941177,yes
Condition1-n3,n3__Condition1-346,Condition1,n3,n3__Condition1,13.6313025659347,0.987,145.383,1618.848,1395.704,683.412,598.105352941177,yes
Condition1-n3,n3__Condition1-351,Condition1,n3,n3__Condition1,18.2646212692259,0.985,169.16,1756.817,898.235,696.392,598.105352941177,yes
Condition1-n3,n3__Condition1-355,Condition1,n3,n3__Condition1,20.4329482139099,0.983,165.505,1140.306,22.066,711.644,598.105352941177,yes
Condition1-n3,n3__Condition1-361,Condition1,n3,n3__Condition1,16.9270831274816,0.966,234.924,1516.335,1716.842,732.712,598.105352941177,yes
Condition1-n3,n3__Condition1-367,Condition1,n3,n3__Condition1,24.8845119721902,0.993,149.114,1537.186,1237.345,745.068,598.105352941177,yes
Condition1-n3,n3__Condition1-371,Condition1,n3,n3__Condition1,17.2517592113891,0.919,200.576,1569.198,2217.398,751.636,598.105352941177,yes
Condition1-n3,n3__Condition1-381,Condition1,n3,n3__Condition1,17.7581902403075,0.993,151.318,1127.557,1717.291,768.757,598.105352941177,yes
Condition1-n3,n3__Condition1-382,Condition1,n3,n3__Condition1,21.5409849277157,1.011,162.952,1024.781,263.5,773.3,598.105352941177,yes
Condition1-n3,n3__Condition1-385,Condition1,n3,n3__Condition1,19.3726579830317,1,186.867,845.133,232.347,775.572,598.105352941177,yes
Condition1-n3,n3__Condition1-387,Condition1,n3,n3__Condition1,22.8782047595738,0.945,310.87,1174.148,2262.003,782.299,598.105352941177,yes
Condition1-n3,n3__Condition1-39,Condition1,n3,n3__Condition1,21.8653427017369,0.962,230.113,1023.366,266.81,92.29,598.105352941177,yes
Condition1-n3,n3__Condition1-390,Condition1,n3,n3__Condition1,18.0351198412874,0.989,154.257,1526.017,1233.451,784.982,598.105352941177,yes
Condition1-n3,n3__Condition1-394,Condition1,n3,n3__Condition1,17.3189225973739,0.973,178.864,1305.853,1573.21,790.823,598.105352941177,yes
Condition1-n3,n3__Condition1-396,Condition1,n3,n3__Condition1,17.9205282822612,0.949,246.655,1199.296,2272.146,796.704,598.105352941177,yes
Condition1-n3,n3__Condition1-40,Condition1,n3,n3__Condition1,16.1914689805109,0.931,175.055,1981.051,243.38,93.458,598.105352941177,yes
Condition1-n3,n3__Condition1-400,Condition1,n3,n3__Condition1,22.4389371166401,0.999,382.386,1862.676,1944.316,807.957,598.105352941177,yes
Condition1-n3,n3__Condition1-406,Condition1,n3,n3__Condition1,18.8184804711857,0.996,241.26,1004.302,76.259,815.486,598.105352941177,yes
Condition1-n3,n3__Condition1-409,Condition1,n3,n3__Condition1,13.0296968810473,0.989,162.668,1526.879,230.4,815.81,598.105352941177,yes
Condition1-n3,n3__Condition1-411,Condition1,n3,n3__Condition1,28.552396790686,0.974,169.32,1378.005,2053.448,829.862,598.105352941177,yes
Condition1-n3,n3__Condition1-419,Condition1,n3,n3__Condition1,25.43837117415,0.99,157.749,2341.466,802.765,865.979,598.105352941177,yes
Condition1-n3,n3__Condition1-422,Condition1,n3,n3__Condition1,22.324345557614,0.995,150.551,2126.656,118.77,870.003,598.105352941177,yes
Condition1-n3,n3__Condition1-427,Condition1,n3,n3__Condition1,22.1620075156602,1.003,177.038,1222.842,688.604,879.414,598.105352941177,yes
Condition1-n3,n3__Condition1-429,Condition1,n3,n3__Condition1,16.9270831274816,1.028,183.117,1544.018,271.937,878.116,598.105352941177,yes
Condition1-n3,n3__Condition1-437,Condition1,n3,n3__Condition1,30.7404589483134,1.001,203.776,2689.336,2351.702,903.752,598.105352941177,yes
Condition1-n3,n3__Condition1-438,Condition1,n3,n3__Condition1,20.1085904398886,0.931,191.231,1545.499,294.003,899.209,598.105352941177,yes
Condition1-n3,n3__Condition1-442,Condition1,n3,n3__Condition1,18.1500297101997,0.982,157.35,1084.01,698.728,906.802,598.105352941177,yes
Condition1-n3,n3__Condition1-446,Condition1,n3,n3__Condition1,15.1505956526899,0.979,149.014,2019.854,1683.867,921.924,598.105352941177,yes
Condition1-n3,n3__Condition1-448,Condition1,n3,n3__Condition1,14.0705702088683,0.926,360.649,2012.766,813.449,926.244,598.105352941177,yes
